Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20211115:0310,0.0,0.0,0.0,6.63,2.41,0.0
20211115:0410,0.0,0.0,0.0,6.59,2.34,0.0
20211115:0510,0.0,0.0,0.0,6.58,2.48,0.0
20211115:0610,0.0,0.0,0.0,6.28,2.62,0.0
20211115:0710,0.0,0.0,0.0,6.31,2.76,0.0
20211115:0810,55.16,79.19,8.67,6.83,2.69,0.0
20211115:0910,23.95,41.87,15.13,7.66,3.17,0.0
20211115:1010,36.21,57.34,19.7,8.65,3.86,0.0
20211115:1110,34.66,55.52,21.95,8.99,3.59,0.0
20211115:1210,32.36,52.79,21.64,9.6,3.79,0.0
20211115:1310,29.44,49.15,18.79,9.65,4.07,0.0
20211115:1410,14.17,29.12,13.72,9.44,4.07,0.0
20211115:1510,10.97,24.57,6.87,9.01,3.93,0.0
20211115:1610,0.0,0.0,0.0,8.51,3.59,0.0
20211115:1710,0.0,0.0,0.0,8.05,3.45,0.0
20211115:1810,0.0,0.0,0.0,7.74,3.31,0.0
20211115:1910,0.0,0.0,0.0,7.55,2.76,0.0
20211115:2010,0.0,0.0,0.0,7.42,2.55,0.0
20211115:2110,0.0,0.0,0.0,7.3,2.34,0.0
20211115:2210,0.0,0.0,0.0,7.17,2.28,0.0
20211115:2310,0.0,0.0,0.0,7.01,2.14,0.0
20211116:0010,0.0,0.0,0.0,6.76,2.0,0.0
20211116:0110,0.0,0.0,0.0,6.7,2.07,0.0
20211116:0210,0.0,0.0,0.0,6.55,1.93,0.0
20211116:0310,0.0,0.0,0.0,6.34,1.93,0.0
20211116:0410,0.0,0.0,0.0,6.16,2.0,0.0
20211116:0510,0.0,0.0,0.0,6.07,1.79,0.0
20211116:0610,0.0,0.0,0.0,5.97,1.66,0.0
20211116:0710,0.0,0.0,0.0,6.07,1.52,0.0
20211116:0810,19.18,35.5,8.43,6.13,1.59,0.0
20211116:0910,73.15,99.94,14.88,6.24,1.38,0.0
20211116:1010,48.71,71.9,19.44,6.32,1.17,0.0
20211116:1110,54.02,78.27,21.7,6.67,1.17,0.0
20211116:1210,101.03,132.19,21.39,6.97,1.66,0.0
20211116:1310,57.85,82.82,18.56,7.06,1.86,0.0
20211116:1410,50.6,74.24,13.51,7.1,1.79,0.0
20211116:1510,26.35,44.94,6.68,7.06,1.38,0.0
20211116:1610,0.0,0.0,0.0,6.99,0.83,0.0
20211116:1710,0.0,0.0,0.0,6.82,0.62,0.0
20211116:1810,0.0,0.0,0.0,6.72,0.69,0.0
20211116:1910,0.0,0.0,0.0,6.54,0.83,0.0
20211116:2010,0.0,0.0,0.0,6.39,1.24,0.0
20211116:2110,0.0,0.0,0.0,6.45,1.52,0.0
20211116:2210,0.0,0.0,0.0,6.44,1.66,0.0
20211116:2310,0.0,0.0,0.0,6.49,1.72,0.0
20211117:0010,0.0,0.0,0.0,6.57,1.86,0.0
20211117:0110,0.0,0.0,0.0,6.53,2.0,0.0
20211117:0210,0.0,0.0,0.0,6.59,2.14,0.0
20211117:0310,0.0,0.0,0.0,6.91,2.21,0.0
20211117:0410,0.0,0.0,0.0,6.89,2.07,0.0
20211117:0510,0.0,0.0,0.0,7.36,2.21,0.0
20211117:0610,0.0,0.0,0.0,7.75,2.34,0.0
20211117:0710,0.0,0.0,0.0,7.69,2.21,0.0
20211117:0810,36.71,57.76,8.19,8.38,2.28,0.0
20211117:0910,20.27,37.32,14.63,9.09,2.34,0.0
20211117:1010,121.24,156.23,19.19,10.3,2.97,0.0
20211117:1110,64.47,91.92,21.44,11.24,3.38,0.0
20211117:1210,112.13,147.28,21.15,12.09,3.03,0.0
20211117:1310,29.71,50.06,18.33,12.47,2.62,0.0
20211117:1410,62.46,89.81,13.3,12.47,2.21,0.0
20211117:1510,70.31,99.78,6.5,11.92,1.93,0.0
20211117:1610,0.0,0.0,0.0,10.96,2.0,0.0
20211117:1710,0.0,0.0,0.0,9.68,2.07,0.0
20211117:1810,0.0,0.0,0.0,8.61,2.14,0.0
20211117:1910,0.0,0.0,0.0,7.88,2.21,0.0
20211117:2010,0.0,0.0,0.0,7.08,2.07,0.0
20211117:2110,0.0,0.0,0.0,6.62,1.86,0.0
20211117:2210,0.0,0.0,0.0,5.82,1.45,0.0
20211117:2310,0.0,0.0,0.0,5.41,0.83,0.0
20211118:0010,0.0,0.0,0.0,4.45,1.03,0.0
20211118:0110,0.0,0.0,0.0,3.23,1.31,0.0
20211118:0210,0.0,0.0,0.0,2.27,1.59,0.0
20211118:0310,0.0,0.0,0.0,2.1,1.38,0.0
20211118:0410,0.0,0.0,0.0,2.45,1.03,0.0
20211118:0510,0.0,0.0,0.0,2.9,1.24,0.0
20211118:0610,0.0,0.0,0.0,2.62,1.17,0.0
20211118:0710,0.0,0.0,0.0,3.62,1.66,0.0
20211118:0810,101.42,130.52,7.96,4.32,1.72,0.0
20211118:0910,158.92,194.15,14.39,5.34,1.79,0.0
20211118:1010,392.54,458.82,18.94,6.59,1.93,0.0
20211118:1110,498.9,588.64,21.2,7.88,2.07,0.0
20211118:1210,516.13,613.1,20.91,9.3,2.21,0.0
20211118:1310,386.91,458.81,18.12,10.21,2.34,0.0
20211118:1410,235.94,285.21,13.11,10.47,2.48,0.0
20211118:1510,74.91,104.46,6.32,10.08,2.14,0.0
20211118:1610,0.0,0.0,0.0,8.9,2.41,0.0
20211118:1710,0.0,0.0,0.0,7.97,2.41,0.0
20211118:1810,0.0,0.0,0.0,7.51,2.28,0.0
20211118:1910,0.0,0.0,0.0,7.16,2.07,0.0
20211118:2010,0.0,0.0,0.0,7.28,2.0,0.0
20211118:2110,0.0,0.0,0.0,7.02,2.0,0.0
20211118:2210,0.0,0.0,0.0,6.98,1.86,0.0
20211118:2310,0.0,0.0,0.0,6.86,2.0,0.0
20211119:0010,0.0,0.0,0.0,6.84,2.07,0.0
20211119:0110,0.0,0.0,0.0,6.96,2.14,0.0
20211119:0210,0.0,0.0,0.0,7.36,2.07,0.0
20211119:0310,0.0,0.0,0.0,7.5,2.0,0.0
20211119:0410,0.0,0.0,0.0,7.79,1.86,0.0
20211119:0510,0.0,0.0,0.0,7.94,1.86,0.0
20211119:0610,0.0,0.0,0.0,8.02,2.0,0.0
20211119:0710,0.0,0.0,0.0,8.01,2.21,0.0
20211119:0810,47.49,70.63,7.72,8.2,2.07,0.0
20211119:0910,68.09,95.01,14.15,8.79,1.86,0.0
20211119:1010,267.01,319.13,18.7,9.39,2.07,0.0
20211119:1110,524.89,626.01,20.96,9.86,2.14,0.0
20211119:1210,411.45,489.03,20.68,10.43,2.21,0.0
20211119:1310,46.22,70.08,17.91,10.67,2.14,0.0
20211119:1410,27.8,47.33,12.92,10.79,2.0,0.0
20211119:1510,16.31,32.28,6.15,10.62,1.72,0.0
20211119:1610,0.0,0.0,0.0,10.25,1.66,0.0
20211119:1710,0.0,0.0,0.0,9.93,1.45,0.0
20211119:1810,0.0,0.0,0.0,9.63,1.31,0.0
20211119:1910,0.0,0.0,0.0,9.63,0.34,0.0
20211119:2010,0.0,0.0,0.0,8.91,0.76,0.0
20211119:2110,0.0,0.0,0.0,8.5,1.03,0.0
20211119:2210,0.0,0.0,0.0,8.4,1.17,0.0
20211119:2310,0.0,0.0,0.0,8.55,1.17,0.0
20211120:0010,0.0,0.0,0.0,8.44,1.24,0.0
20211120:0110,0.0,0.0,0.0,8.59,1.17,0.0
20211120:0210,0.0,0.0,0.0,8.54,1.24,0.0
20211120:0310,0.0,0.0,0.0,8.55,1.24,0.0
20211120:0410,0.0,0.0,0.0,8.46,1.31,0.0
20211120:0510,0.0,0.0,0.0,8.35,1.31,0.0
20211120:0610,0.0,0.0,0.0,8.31,1.17,0.0
20211120:0710,0.0,0.0,0.0,8.17,1.03,0.0
20211120:0810,15.55,30.94,7.49,8.43,0.55,0.0
20211120:0910,19.54,36.41,13.91,9.27,0.83,0.0
20211120:1010,29.37,49.15,18.46,9.75,1.24,0.0
20211120:1110,44.07,67.35,20.72,10.0,1.17,0.0
20211120:1210,34.37,55.52,20.46,10.29,1.24,0.0
20211120:1310,33.58,54.61,17.7,10.64,1.38,0.0
20211120:1410,16.03,31.86,12.73,10.72,1.38,0.0
20211120:1510,10.24,23.66,5.99,10.51,1.31,0.0
20211120:1610,0.0,0.0,0.0,10.12,0.97,0.0
20211120:1710,0.0,0.0,0.0,9.49,1.1,0.0
20211120:1810,0.0,0.0,0.0,9.11,1.03,0.0
20211120:1910,0.0,0.0,0.0,8.09,1.38,0.0
20211120:2010,0.0,0.0,0.0,7.8,1.45,0.0
20211120:2110,0.0,0.0,0.0,7.66,1.31,0.0
20211120:2210,0.0,0.0,0.0,7.55,1.24,0.0
20211120:2310,0.0,0.0,0.0,7.46,1.45,0.0
20211121:0010,0.0,0.0,0.0,7.43,1.66,0.0
20211121:0110,0.0,0.0,0.0,7.42,1.72,0.0
20211121:0210,0.0,0.0,0.0,7.12,1.79,0.0
20211121:0310,0.0,0.0,0.0,7.16,2.07,0.0
20211121:0410,0.0,0.0,0.0,7.17,2.14,0.0
20211121:0510,0.0,0.0,0.0,7.21,2.0,0.0
20211121:0610,0.0,0.0,0.0,7.28,1.86,0.0
20211121:0710,0.0,0.0,0.0,7.08,1.59,0.0
20211121:0810,23.8,41.56,7.27,7.16,1.59,0.0
20211121:0910,152.68,188.78,13.68,7.32,1.79,0.0
20211121:1010,79.67,108.15,18.23,7.64,1.79,0.0
20211121:1110,39.29,60.98,20.5,7.96,2.21,0.0
20211121:1210,31.86,51.88,20.24,8.13,3.66,0.0
20211121:1310,35.54,56.43,17.5,8.28,4.0,0.0
20211121:1410,70.94,97.78,12.55,8.14,3.86,0.0
20211121:1510,73.51,101.77,5.83,7.92,3.79,0.0
20211121:1610,0.0,0.0,0.0,7.36,3.59,0.0
20211121:1710,0.0,0.0,0.0,6.7,3.52,0.0
20211121:1810,0.0,0.0,0.0,6.13,3.52,0.0
20211121:1910,0.0,0.0,0.0,6.03,3.93,0.0
20211121:2010,0.0,0.0,0.0,6.18,4.34,0.0
20211121:2110,0.0,0.0,0.0,6.03,4.62,0.0
20211121:2210,0.0,0.0,0.0,5.66,4.48,0.0
20211121:2310,0.0,0.0,0.0,5.2,4.34,0.0
20211122:0010,0.0,0.0,0.0,4.77,4.28,0.0
20211122:0110,0.0,0.0,0.0,4.31,4.14,0.0
20211122:0210,0.0,0.0,0.0,3.96,4.21,0.0
20211122:0310,0.0,0.0,0.0,3.59,4.28,0.0
20211122:0410,0.0,0.0,0.0,3.31,4.28,0.0
20211122:0510,0.0,0.0,0.0,3.1,4.34,0.0
20211122:0610,0.0,0.0,0.0,3.0,4.62,0.0
20211122:0710,0.0,0.0,0.0,3.87,4.83,0.0
20211122:0810,51.99,74.59,7.05,4.28,5.03,0.0
20211122:0910,70.35,95.72,13.45,4.9,6.69,0.0
20211122:1010,46.04,68.26,18.0,5.49,7.03,0.0
20211122:1110,143.5,177.11,20.27,6.0,6.69,0.0
20211122:1210,549.23,627.52,20.03,6.7,6.69,0.0
20211122:1310,512.15,586.82,17.31,6.96,6.07,0.0
20211122:1410,382.49,441.49,12.38,6.89,5.45,0.0
20211122:1510,150.18,188.12,5.68,6.47,5.1,0.0
20211122:1610,0.0,0.0,0.0,5.55,4.97,0.0
20211122:1710,0.0,0.0,0.0,4.73,4.83,0.0
20211122:1810,0.0,0.0,0.0,4.07,4.62,0.0
20211122:1910,0.0,0.0,0.0,3.69,4.55,0.0
20211122:2010,0.0,0.0,0.0,3.22,4.28,0.0
20211122:2110,0.0,0.0,0.0,2.8,4.07,0.0
20211122:2210,0.0,0.0,0.0,2.4,3.93,0.0
20211122:2310,0.0,0.0,0.0,2.07,3.79,0.0
20211123:0010,0.0,0.0,0.0,1.79,3.66,0.0
20211123:0110,0.0,0.0,0.0,1.55,3.52,0.0
20211123:0210,0.0,0.0,0.0,1.33,3.45,0.0
20211123:0310,0.0,0.0,0.0,1.16,3.45,0.0
20211123:0410,0.0,0.0,0.0,1.06,3.31,0.0
20211123:0510,0.0,0.0,0.0,0.97,3.24,0.0
20211123:0610,0.0,0.0,0.0,0.92,3.17,0.0
20211123:0710,0.0,0.0,0.0,0.67,3.31,0.0
20211123:0810,230.99,269.22,6.83,0.99,3.1,0.0
20211123:0910,488.53,558.02,13.23,2.53,2.76,0.0
20211123:1010,627.34,726.65,17.78,4.44,3.24,0.0
20211123:1110,675.61,790.59,20.05,6.12,3.59,0.0
20211123:1210,665.55,781.08,19.83,7.04,3.66,0.0
20211123:1310,574.33,670.71,17.12,7.71,3.72,0.0
20211123:1410,400.23,467.84,12.22,7.96,3.45,0.0
20211123:1510,141.34,179.6,5.53,7.53,3.03,0.0
20211123:1610,0.0,0.0,0.0,6.68,3.1,0.0
20211123:1710,0.0,0.0,0.0,5.89,3.31,0.0
20211123:1810,0.0,0.0,0.0,5.35,3.38,0.0
20211123:1910,0.0,0.0,0.0,5.12,3.45,0.0
20211123:2010,0.0,0.0,0.0,4.82,3.38,0.0
20211123:2110,0.0,0.0,0.0,4.47,3.1,0.0
20211123:2210,0.0,0.0,0.0,4.11,2.83,0.0
20211123:2310,0.0,0.0,0.0,3.76,2.62,0.0
20211124:0010,0.0,0.0,0.0,3.3,2.48,0.0
20211124:0110,0.0,0.0,0.0,2.89,2.41,0.0
20211124:0210,0.0,0.0,0.0,2.62,2.48,0.0
20211124:0310,0.0,0.0,0.0,2.59,2.48,0.0
20211124:0410,0.0,0.0,0.0,2.89,2.41,0.0
20211124:0510,0.0,0.0,0.0,3.03,2.48,0.0
20211124:0610,0.0,0.0,0.0,3.08,2.41,0.0
20211124:0710,0.0,0.0,0.0,2.69,2.28,0.0
20211124:0810,34.95,54.45,6.62,2.9,2.21,0.0
20211124:0910,305.9,352.7,13.01,3.6,2.76,0.0
20211124:1010,579.04,670.73,17.56,4.23,2.69,0.0
20211124:1110,508.48,589.47,19.84,4.8,2.41,0.0
20211124:1210,275.38,322.2,19.63,5.12,2.41,0.0
20211124:1310,500.24,581.59,16.94,5.43,2.34,0.0
20211124:1410,192.54,231.06,12.06,5.46,2.41,0.0
20211124:1510,62.84,88.57,5.39,5.3,2.34,0.0
20211124:1610,0.0,0.0,0.0,4.92,2.0,0.0
20211124:1710,0.0,0.0,0.0,4.56,1.93,0.0
20211124:1810,0.0,0.0,0.0,4.38,2.0,0.0
20211124:1910,0.0,0.0,0.0,5.09,2.21,0.0
20211124:2010,0.0,0.0,0.0,4.52,2.14,0.0
20211124:2110,0.0,0.0,0.0,3.79,2.0,0.0
20211124:2210,0.0,0.0,0.0,3.1,1.93,0.0
20211124:2310,0.0,0.0,0.0,2.36,2.0,0.0
20211125:0010,0.0,0.0,0.0,1.71,1.86,0.0
20211125:0110,0.0,0.0,0.0,1.01,1.79,0.0
20211125:0210,0.0,0.0,0.0,0.49,1.86,0.0
20211125:0310,0.0,0.0,0.0,0.04,1.86,0.0
20211125:0410,0.0,0.0,0.0,-0.23,1.72,0.0
20211125:0510,0.0,0.0,0.0,-0.49,1.52,0.0
20211125:0610,0.0,0.0,0.0,-0.49,1.66,0.0
20211125:0710,0.0,0.0,0.0,1.25,1.45,0.0
20211125:0810,39.76,59.94,6.41,1.77,0.97,0.0
20211125:0910,28.84,47.33,12.8,3.29,0.48,0.0
20211125:1010,46.1,68.26,17.35,4.15,0.76,0.0
20211125:1110,123.56,156.3,19.64,5.63,1.52,0.0
20211125:1210,87.1,116.16,19.44,6.63,2.0,0.0
20211125:1310,53.95,78.27,16.77,7.39,2.83,0.0
20211125:1410,83.09,111.35,11.91,7.4,2.41,0.0
20211125:1510,52.72,77.26,5.26,7.12,2.55,0.0
20211125:1610,0.0,0.0,0.0,6.93,3.1,0.0
20211125:1710,0.0,0.0,0.0,6.68,3.1,0.0
20211125:1810,0.0,0.0,0.0,6.27,3.17,0.0
20211125:1910,0.0,0.0,0.0,5.75,2.9,0.0
20211125:2010,0.0,0.0,0.0,5.39,2.41,0.0
20211125:2110,0.0,0.0,0.0,4.18,2.83,0.0
20211125:2210,0.0,0.0,0.0,3.4,2.83,0.0
20211125:2310,0.0,0.0,0.0,3.22,2.41,0.0
20211126:0010,0.0,0.0,0.0,2.58,2.14,0.0
20211126:0110,0.0,0.0,0.0,2.11,2.34,0.0
20211126:0210,0.0,0.0,0.0,2.15,2.14,0.0
20211126:0310,0.0,0.0,0.0,2.11,2.07,0.0
20211126:0410,0.0,0.0,0.0,1.89,2.21,0.0
20211126:0510,0.0,0.0,0.0,1.94,2.34,0.0
20211126:0610,0.0,0.0,0.0,2.12,2.62,0.0
20211126:0710,0.0,0.0,0.0,2.02,2.9,0.0
20211126:0810,51.04,72.95,6.2,2.05,3.24,0.0
20211126:0910,23.8,40.96,12.59,3.08,3.52,0.0
20211126:1010,158.73,192.3,17.14,4.35,4.48,0.0
20211126:1110,50.06,72.81,19.44,4.69,4.9,0.0
20211126:1210,60.92,85.55,19.25,5.35,5.66,0.0
20211126:1310,17.93,33.68,16.6,5.06,6.97,0.0
20211126:1410,14.51,29.12,11.76,5.17,6.76,0.0
20211126:1510,26.46,44.8,5.14,5.34,6.41,0.0
20211126:1610,0.0,0.0,0.0,5.49,6.21,0.0
20211126:1710,0.0,0.0,0.0,5.52,5.66,0.0
20211126:1810,0.0,0.0,0.0,5.7,5.31,0.0
20211126:1910,0.0,0.0,0.0,5.25,4.62,0.0
20211126:2010,0.0,0.0,0.0,4.94,4.14,0.0
20211126:2110,0.0,0.0,0.0,4.35,3.93,0.0
20211126:2210,0.0,0.0,0.0,3.86,3.93,0.0
20211126:2310,0.0,0.0,0.0,3.77,3.86,0.0
20211127:0010,0.0,0.0,0.0,3.7,3.79,0.0
20211127:0110,0.0,0.0,0.0,3.19,3.31,0.0
20211127:0210,0.0,0.0,0.0,2.38,3.1,0.0
20211127:0310,0.0,0.0,0.0,1.63,3.45,0.0
20211127:0410,0.0,0.0,0.0,1.27,3.79,0.0
20211127:0510,0.0,0.0,0.0,1.18,4.07,0.0
20211127:0610,0.0,0.0,0.0,1.21,4.21,0.0
20211127:0710,0.0,0.0,0.0,1.82,4.9,0.0
20211127:0810,0.72,7.28,6.0,2.02,5.17,0.0
20211127:0910,266.64,304.55,12.39,1.66,5.1,0.0
20211127:1010,210.89,245.49,16.94,1.87,5.31,0.0
20211127:1110,38.09,58.25,19.25,2.62,4.07,0.0
20211127:1210,23.03,40.05,19.08,3.33,2.28,0.0
20211127:1310,71.33,97.44,16.45,4.16,0.14,0.0
20211127:1410,23.59,40.96,11.62,4.65,2.28,0.0
20211127:1510,36.58,57.16,5.02,4.21,3.03,0.0
20211127:1610,0.0,0.0,0.0,3.68,3.1,0.0
20211127:1710,0.0,0.0,0.0,3.23,2.83,0.0
20211127:1810,0.0,0.0,0.0,2.35,2.62,0.0
20211127:1910,0.0,0.0,0.0,1.71,1.93,0.0
20211127:2010,0.0,0.0,0.0,2.17,2.21,0.0
20211127:2110,0.0,0.0,0.0,3.4,3.52,0.0
20211127:2210,0.0,0.0,0.0,4.38,5.24,0.0
20211127:2310,0.0,0.0,0.0,4.41,5.45,0.0
20211128:0010,0.0,0.0,0.0,4.31,5.24,0.0
20211128:0110,0.0,0.0,0.0,4.29,5.45,0.0
20211128:0210,0.0,0.0,0.0,4.19,5.52,0.0
20211128:0310,0.0,0.0,0.0,4.13,5.45,0.0
20211128:0410,0.0,0.0,0.0,4.17,5.59,0.0
20211128:0510,0.0,0.0,0.0,4.14,5.66,0.0
20211128:0610,0.0,0.0,0.0,4.13,5.59,0.0
20211128:0710,0.0,0.0,0.0,4.24,4.9,0.0
20211128:0810,18.64,34.47,5.81,4.32,5.45,0.0
20211128:0910,34.01,53.7,12.19,4.38,6.21,0.0
20211128:1010,9.35,21.84,16.75,4.33,6.28,0.0
20211128:1110,21.48,38.23,19.06,4.7,5.79,0.0
20211128:1210,45.39,67.35,18.9,4.85,6.07,0.0
20211128:1310,46.21,68.26,16.29,4.72,6.83,0.0
20211128:1410,22.2,39.14,11.49,4.6,6.0,0.0
20211128:1510,2.02,10.01,4.9,4.17,5.79,0.0
20211128:1610,0.0,0.0,0.0,3.37,5.17,0.0
20211128:1710,0.0,0.0,0.0,2.95,4.9,0.0
20211128:1810,0.0,0.0,0.0,2.7,4.55,0.0
20211128:1910,0.0,0.0,0.0,2.32,4.41,0.0
20211128:2010,0.0,0.0,0.0,1.93,4.41,0.0
20211128:2110,0.0,0.0,0.0,1.36,4.07,0.0
20211128:2210,0.0,0.0,0.0,0.92,3.72,0.0
20211128:2310,0.0,0.0,0.0,0.73,3.45,0.0
20211129:0010,0.0,0.0,0.0,0.77,3.17,0.0
20211129:0110,0.0,0.0,0.0,1.18,2.97,0.0
20211129:0210,0.0,0.0,0.0,1.48,2.83,0.0
20211129:0310,0.0,0.0,0.0,1.51,2.69,0.0
20211129:0410,0.0,0.0,0.0,1.72,2.76,0.0
20211129:0510,0.0,0.0,0.0,1.87,2.55,0.0
20211129:0610,0.0,0.0,0.0,2.05,2.41,0.0
20211129:0710,0.0,0.0,0.0,2.46,2.69,0.0
20211129:0810,30.55,49.07,5.62,2.64,2.9,0.0
20211129:0910,21.66,38.23,12.0,2.95,3.59,0.0
20211129:1010,143.86,175.72,16.56,3.6,4.28,0.0
20211129:1110,456.38,521.24,18.88,4.24,3.86,0.0
20211129:1210,635.12,733.96,18.74,4.75,3.79,0.0
20211129:1310,292.83,339.41,16.15,5.14,3.72,0.0
20211129:1410,312.35,362.14,11.36,5.16,3.59,0.0
20211129:1510,138.02,174.02,4.8,4.93,3.03,0.0
20211129:1610,0.0,0.0,0.0,3.88,2.62,0.0
20211129:1710,0.0,0.0,0.0,2.71,2.55,0.0
20211129:1810,0.0,0.0,0.0,1.84,2.69,0.0
20211129:1910,0.0,0.0,0.0,1.44,2.55,0.0
20211129:2010,0.0,0.0,0.0,1.17,2.62,0.0
20211129:2110,0.0,0.0,0.0,1.26,2.9,0.0
20211129:2210,0.0,0.0,0.0,1.31,3.38,0.0
20211129:2310,0.0,0.0,0.0,1.59,3.79,0.0
20211130:0010,0.0,0.0,0.0,2.32,4.21,0.0
20211130:0110,0.0,0.0,0.0,2.94,4.62,0.0
20211130:0210,0.0,0.0,0.0,3.35,4.9,0.0
20211130:0310,0.0,0.0,0.0,3.73,5.38,0.0
20211130:0410,0.0,0.0,0.0,4.29,5.79,0.0
20211130:0510,0.0,0.0,0.0,4.91,5.86,0.0
20211130:0610,0.0,0.0,0.0,5.37,5.72,0.0
20211130:0710,0.0,0.0,0.0,5.71,5.66,0.0
20211130:0810,0.3,6.37,5.43,5.81,5.59,0.0
20211130:0910,4.0,13.65,11.82,6.12,5.66,0.0
20211130:1010,10.47,23.66,16.37,6.93,5.79,0.0
20211130:1110,10.41,23.66,18.71,7.83,5.86,0.0
20211130:1210,21.76,39.14,18.58,8.45,5.93,0.0
20211130:1310,15.55,30.94,16.01,8.79,5.86,0.0
20211130:1410,7.88,20.02,11.25,9.24,5.72,0.0
20211130:1510,0.28,6.37,4.7,9.45,5.45,0.0
20211130:1610,0.0,0.0,0.0,9.5,5.24,0.0
20211130:1710,0.0,0.0,0.0,9.5,5.17,0.0
20211130:1810,0.0,0.0,0.0,9.43,5.38,0.0
20211130:1910,0.0,0.0,0.0,8.42,5.86,0.0
20211130:2010,0.0,0.0,0.0,8.44,5.79,0.0
20211130:2110,0.0,0.0,0.0,8.42,5.79,0.0
20211130:2210,0.0,0.0,0.0,8.39,6.0,0.0
20211130:2310,0.0,0.0,0.0,8.38,6.41,0.0
20211201:0010,0.0,0.0,0.0,8.32,6.69,0.0
20211201:0110,0.0,0.0,0.0,8.25,6.83,0.0
20211201:0210,0.0,0.0,0.0,8.14,6.97,0.0
20211201:0310,0.0,0.0,0.0,8.14,7.03,0.0
20211201:0410,0.0,0.0,0.0,8.18,7.03,0.0
20211201:0510,0.0,0.0,0.0,8.14,7.24,0.0
20211201:0610,0.0,0.0,0.0,8.33,7.17,0.0
20211201:0710,0.0,0.0,0.0,8.66,6.83,0.0
20211201:0810,7.3,19.11,5.25,9.01,6.62,0.0
20211201:0910,3.92,13.65,11.64,9.45,6.14,0.0
20211201:1010,7.87,20.02,16.2,9.44,6.28,0.0
20211201:1110,33.17,53.7,18.54,9.32,5.72,0.0
20211201:1210,10.35,23.66,18.43,8.89,5.52,0.0
20211201:1310,7.9,20.02,15.88,8.74,5.17,0.0
20211201:1410,30.39,50.06,11.14,8.33,5.24,0.0
20211201:1510,1.5,9.1,4.61,7.84,4.34,0.0
20211201:1610,0.0,0.0,0.0,7.21,4.0,0.0
20211201:1710,0.0,0.0,0.0,6.52,3.79,0.0
20211201:1810,0.0,0.0,0.0,5.96,3.52,0.0
20211201:1910,0.0,0.0,0.0,5.7,3.45,0.0
20211201:2010,0.0,0.0,0.0,5.04,2.97,0.0
20211201:2110,0.0,0.0,0.0,4.58,2.69,0.0
20211201:2210,0.0,0.0,0.0,4.38,2.55,0.0
20211201:2310,0.0,0.0,0.0,4.41,2.41,0.0
20211202:0010,0.0,0.0,0.0,3.97,2.48,0.0
20211202:0110,0.0,0.0,0.0,4.26,2.83,0.0
20211202:0210,0.0,0.0,0.0,4.53,3.45,0.0
20211202:0310,0.0,0.0,0.0,4.54,4.07,0.0
20211202:0410,0.0,0.0,0.0,4.06,4.48,0.0
20211202:0510,0.0,0.0,0.0,3.4,4.62,0.0
20211202:0610,0.0,0.0,0.0,2.81,4.55,0.0
20211202:0710,0.0,0.0,0.0,2.68,4.48,0.0
20211202:0810,112.21,141.13,5.07,2.43,4.28,0.0
20211202:0910,447.38,507.95,11.46,2.75,3.72,0.0
20211202:1010,626.64,714.07,16.03,3.3,4.55,0.0
20211202:1110,105.19,134.16,18.38,4.02,5.93,0.0
20211202:1210,336.19,382.92,18.29,4.32,6.48,0.0
20211202:1310,26.54,44.6,15.75,4.66,6.07,0.0
20211202:1410,51.9,74.71,11.03,4.74,5.17,0.0
20211202:1510,48.57,71.55,4.52,4.58,4.9,0.0
20211202:1610,0.0,0.0,0.0,4.17,4.55,0.0
20211202:1710,0.0,0.0,0.0,3.51,4.21,0.0
20211202:1810,0.0,0.0,0.0,3.02,4.0,0.0
20211202:1910,0.0,0.0,0.0,1.96,3.59,0.0
20211202:2010,0.0,0.0,0.0,1.97,3.38,0.0
20211202:2110,0.0,0.0,0.0,1.48,2.62,0.0
20211202:2210,0.0,0.0,0.0,0.71,2.28,0.0
20211202:2310,0.0,0.0,0.0,0.12,2.28,0.0
20211203:0010,0.0,0.0,0.0,-0.16,2.41,0.0
20211203:0110,0.0,0.0,0.0,-0.48,2.07,0.0
20211203:0210,0.0,0.0,0.0,-0.36,2.34,0.0
20211203:0310,0.0,0.0,0.0,-0.12,2.41,0.0
20211203:0410,0.0,0.0,0.0,-0.01,2.48,0.0
20211203:0510,0.0,0.0,0.0,0.22,2.62,0.0
20211203:0610,0.0,0.0,0.0,0.58,3.1,0.0
20211203:0710,0.0,0.0,0.0,1.71,3.59,0.0
20211203:0810,4.11,13.65,4.9,2.0,3.93,0.0
20211203:0910,53.04,75.35,11.29,2.54,4.28,0.0
20211203:1010,53.7,76.45,15.86,2.74,5.03,0.0
20211203:1110,169.15,201.81,18.23,2.63,5.66,0.0
20211203:1210,51.54,73.72,18.15,2.03,6.0,0.0
20211203:1310,35.17,54.61,15.63,2.1,6.41,0.0
20211203:1410,24.66,41.87,10.93,2.27,6.62,0.0
20211203:1510,12.75,26.55,4.44,2.58,6.14,0.0
20211203:1610,0.0,0.0,0.0,2.93,5.59,0.0
